spec_path,label,status
./data/coughvid_spectrograms\coughvid_010518cf-9f66-4a8c-a585-e1be2b3d27dd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_011a31c2-9812-4521-aca4-ccb04be99a39.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0126c3a1-a11b-4978-8175-e397d5ba7fa4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_012a8047-9ccb-43eb-8cf6-349ac093801a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0130d2a5-7c6d-4cfc-b5b4-9fccddc97666.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_013a6d1d-6799-4e5d-aa31-2cf3fd4c6cac.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_013f0ece-e8cb-4f7a-a9cb-7a43a510b24b.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_014a2053-5475-4136-9176-471949da8561.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_014b1af2-1d84-4336-ab6b-e0e009cd86c3.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01857b7e-a892-4179-b893-c6a4b67cc2cf.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0198f851-7a0d-4eb3-8adf-cb94ea71e3c8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01a4c8d6-05df-4c24-b993-f1a9672507c5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01acd5c6-b615-4139-a115-b77a9dba9301.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01b83641-dc8e-4231-a50e-32ede1ffd5e2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01d3857d-689f-4bc1-a6ca-97b9233df46f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_01fb755e-4885-4b2e-82ff-c4d43a4d6b0e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_020158eb-9cb5-4977-8131-840cdaf199b4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_022a15ac-54d7-4328-b9eb-af827e2bbdf1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_024ba604-8697-428c-88ab-8ff785482825.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_024cbe41-7932-40ed-a9d3-67c174658637.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0255d86f-3ed8-4b86-bb78-81ef15e41bf9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02575c65-f62f-42b1-a985-05febc8ae228.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0269e593-3895-4bb4-aaba-d751df4cc058.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0272a923-9d72-4566-abfa-9cfb23be2b4a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_027887b8-1da6-477a-be4c-0f11958f1eac.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02796c32-e748-4b86-b7be-06e184e120aa.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_027a2c6c-067e-426f-9b5c-c3352a27c549.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_027d8ee5-7e46-496b-a6cd-bca3476129b1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02909ffd-16cb-47d6-9592-b30b1558227f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_029f6ee9-d7c5-4d4c-a153-09c210683687.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02b80927-ead6-492b-aca9-33a009050c27.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02c9f0a0-4c6d-4b99-a66e-14893d7c8bca.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02d268e0-dcba-4154-b017-7d98d3ae1c5f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02def005-fb2b-46aa-97ce-66262fb6f93d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02df470b-ddcf-403a-b726-76be6af905e1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02e17ec1-cf4d-40dc-b621-be2c751452bd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02e59170-07cd-49eb-8d1f-59f9b0a0bec7.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_02fc2085-a18c-4f46-a559-94f0e85d5496.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0302f00a-da0f-410a-96af-0941dedd8694.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_030616cc-5fb6-465e-b426-061dedb19915.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_030f3727-77b6-4696-9078-a4bbef85759f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0311ee9e-b265-4767-ba51-f3fc8176747a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_033a9492-0bc0-4f85-9045-5154d8ad5325.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_033f4e9f-6873-4846-a5be-c6f5eb5bf0fc.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_034aa6d3-6673-47a1-a319-325aa9be44a2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0358b80d-4378-4765-a733-5fb2294cb255.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_035efb03-9ace-47a1-b825-0ddef8ba5dc9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_037a31d1-435a-45ba-b118-5198b451ad07.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_038592cb-c8db-4f55-8052-e20059146cb5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_038835bc-5c44-4192-a213-5d56343b1626.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0396af0f-7982-4edc-add4-a60b35aa89a1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_039eb795-1356-4651-bb38-a28bdba075df.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_03a6d625-5b66-405a-9e09-f99ed2c42d41.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_03b2c772-9baf-4350-ab9d-bb65bc51e3d8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_03bc7116-7785-40fc-9217-b273b1803bad.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_03cad1b0-fe70-42e8-9a03-d38220320b18.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0400e7a7-8556-4956-84d2-b56bb1453bd9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_040e6a1c-dcbe-47aa-8b9d-51abd8136d91.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_040f3aa7-2afc-4ca4-925a-e7e25591fe56.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0424dadf-c684-458f-958c-2cb162604d05.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_043505d8-0df5-4113-9c5b-3c95c8766374.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0439ac1a-2886-4005-b2fc-e8e1bc85fe44.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_044a7213-4ddc-4a80-bcf4-885a6de7b863.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_044bef15-95d2-4ce6-8feb-667d81868c74.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_045364d1-30c3-4784-a51f-48f791b913a1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_045fd90f-c1ba-42e9-abda-2a85a9514377.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_046545bc-7f2c-4425-9be2-ffc22bba515e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_048143a5-d877-452d-9bb3-4926112b27bd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0482e1ca-d28f-4621-ac33-bd29aa8375f5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0496f63f-f352-4f48-84e7-4eabb8acf92c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04bb0caf-266f-4b5e-9ec6-67f63d503050.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04bf1c74-dca7-45f8-a26a-e0415e54d109.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04c3c6ef-d087-42ea-9205-863e6abeeb79.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04d93340-fba9-4027-ade5-614cb8a21297.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04e9d33a-f084-4c39-95a0-b97cdd278e33.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_04eab744-7d2a-4a40-b9ce-1cde226faafb.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0511d1df-13db-4b61-b6b1-04044b42a557.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0512e4fa-684b-4d81-8dda-a38ffd0b67a9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05137f19-0400-4830-aab9-569b8b0b6f52.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05189b46-8871-460b-9c7b-01c9df7c58f8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_052539bc-a188-4dff-8aed-d24696708bec.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0527be95-d7f1-4156-8e37-1587355661ca.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_052c282a-a9a0-451c-bdf0-6f7c3ebe81d5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_052de337-80be-4a35-a9e5-4140683c655f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_052fc88d-aa01-4422-85fd-f0ddebb8bd95.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_053af9b8-aea0-4496-9db0-d28f7531ede8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_053f46d0-4500-454e-976a-ea94bfeb778c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05688744-5e34-43b5-9bcc-ced86fb0fc68.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05941a72-f63b-45c7-bb1f-6e0a76440674.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_059ae242-fffd-44c7-b821-9d73f93449aa.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05aabbeb-5f9a-4427-951c-991a139daebb.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05bb63c1-bff1-4faf-bb2a-b887e7016f69.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05c74476-c82f-40ec-8335-61c0076fe358.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05db06a5-4d1d-465e-9648-04efded46de4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05dd90db-56ac-41e9-a325-3e76ec7a40d9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05e280f3-0fc1-475b-a235-306f6ca0960c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05e2eb37-45ed-4f10-a250-2ae0189fd5be.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05e45cc5-76b2-46d8-b260-93a7e6da9229.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05e92725-4a2b-4af2-bae3-d6b2e4555170.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_05f3ed50-3e4c-4b68-b0c2-51b701c694d1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_060ac963-b7bc-43d5-81d0-aa9f5778bea3.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0619abe4-5ccc-42e6-99b8-5e8946e19d4e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_061c17d1-3ac7-429c-aa9c-b3252a5bd73e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_061f1682-9b72-45a5-a219-04a53f815e1d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_06267380-6bab-4437-a8a0-e5a7e5dada9d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_063013e3-a63f-40b5-97dc-b2e1de393b00.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0631efe3-78db-47e3-90a5-6cdf95cb0574.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_06461575-204a-4d14-9a4c-20e9936aee6d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0648ae90-f159-4ea2-a0b8-ed965d27c72b.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0651b541-90ed-4575-a2d9-9c0b54646df5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_065aa2a8-7252-4f50-a50c-a464941c9417.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_066310ad-4ff3-48be-80e0-37bb13885ec5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0677ade4-63b3-4a0f-a51c-26a776e52874.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0696a4c7-c31d-4425-aae9-aaaddc932173.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_06e39517-d17d-47f0-a8bc-dc6bc8b8813c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_06e989e7-b76d-4a36-8c5c-c59ef0d9d663.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_06f45cd2-eb04-430b-ad65-0f7e2f8695ec.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07002f60-5d29-43e2-9ecc-7b324ee344c6.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_070b4c08-88e7-4a9d-9462-3d26fe792c2a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_071572b1-e5bb-4fc4-a10d-4e81bb1339f2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_071da517-8148-4a3a-9d49-fbb22938741c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_072fdfd5-9418-4db4-88e5-8a574b40d51e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0733f882-d7fd-4dc5-a1b0-8aeec64fc112.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07397e2f-b124-469f-8179-2d90c60d5fc4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0739e54f-d530-48a7-ba35-3fa3c0e4dd1f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0744becc-affd-449a-aa2a-274ed1f096c4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0745a6ed-bcab-49eb-9d2a-17819c2bf9b8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0755730a-3c52-4eeb-a66c-baeb83187827.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0757b02b-8544-4fdc-b634-9e5b72f7a1e7.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_075bc6b3-8011-4cfe-a866-6d3b5e95f8e2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_075cdb5a-5c29-4266-84ea-c44963bd0454.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_075eb140-d61d-4a3f-9fce-4b2559e0a4b5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07605d5e-6800-4f1c-83de-0cab036d59bd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_077ccf6a-f8c4-4b13-9752-7a6126638c81.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_077edc1c-7f85-41a3-941a-cac380f9243a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07834bca-28e3-4227-8c7d-0801da0fe907.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07ab08e5-1fdc-43c7-8b71-9a53346e8a96.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07b0beea-f37a-4131-8a7e-6dcbe182e7f3.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07bf75a2-081a-403d-a831-68b9065ed1bd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07c0ecc4-5fb3-4d37-b522-dcdbc04f8975.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07c16495-d19c-47ad-ba39-d2e24f31d6e4.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07c16ae1-79cf-4a3f-aa12-4396f0bca506.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07d0c622-560c-4f1a-9117-e702f5227026.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07d6710e-7280-48d7-8a2d-54ce9fdc33bd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07e2f7e1-8e9b-4962-8701-fbe1224de7ef.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07e33d6b-560d-4c16-8d7e-ecd5ddb3b195.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07e3ad35-6c0c-4aa3-83a0-f525ce50d41d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07e46718-3a9a-437c-b511-13167a2c9f1a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07eaad4b-d65e-439d-b146-6eb28aa6585a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_07f8318c-d1a7-4b6c-a6e5-e50f97311d56.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08018d35-e337-406f-99c9-5832197bba18.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_080597cb-f0c1-4c83-87ad-441fc4bc23aa.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08214c21-a909-4889-b059-9f5df4a3b6bb.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08276c5f-ee65-424f-8b54-5ec531279c19.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_082bd6f2-b8ac-4df8-89b3-892eb2c44f44.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0834ef21-c5be-48c3-a096-455c661b6f72.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08560916-01b5-4b74-8b57-51dddd4c1848.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_086ab51f-8057-4c99-b450-1cdf69ae2572.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0871ac97-ec59-4aa8-852e-c5d0c2d3193d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08727219-4c45-4f2d-ac8d-76bdcd4efdda.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_087749f6-e253-464f-b576-e85f6ed62cae.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08973187-8cf7-4a38-bfa1-4fb715e8a1d2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08b26e0c-92fa-4e25-a94a-4d1ef1054890.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08bdb37f-216b-4a10-9cc4-9616ee9b7986.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08cf6344-b322-4c83-bf2f-4c0f96cd63dc.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08e1fcba-d1b0-4365-b1ac-5efa5d143bcb.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08e2e4d1-c59b-4ff2-a09f-4698e28f604f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08f49f58-7448-4975-85ba-233ff73818c2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_08fcea25-22e8-4117-97eb-e494b6edec13.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09070f1a-83b9-4d4e-94b7-a2f9fd2280c0.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09161b42-1234-4fd7-8d23-d0a4094ee15d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_093d58ba-033a-4881-b5d0-582c7723669a.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0944c06f-2bf7-4eb1-874a-b4950f0646bf.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_094c00f4-a8bb-4ed1-a647-69b08c0e8bbd.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_095f52be-78d4-452d-9360-43fae6949c4f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09676287-8ad3-430e-a673-c606a3e1c548.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_096f7ce5-56bb-43f7-b57d-dfe303b4ab98.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0970af31-9d5d-41f5-b896-699531f57f38.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_098a2a72-f7c9-4f46-9a55-597c3119d662.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09917f09-a421-4a38-9b00-2c91a1c0fa7d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_099cb544-c948-4a19-a226-90f1f5754b10.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09aaa59d-0263-4475-ab15-3bf00a32c0ef.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09bffe1a-63f0-4f2e-942b-f7a152b344fc.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09c0a003-643f-4e0d-a0c6-e1ff8f70ca44.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09ef22ac-58b8-4f3b-b00a-94f926298dae.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_09f6a482-0eca-482e-90ba-f45aba6bd694.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a20c162-bf07-4f79-9d5d-5e6101ae20ab.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a481ee1-03a9-4344-baf9-46d20233d5bf.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a5b12c9-f676-4d22-9d8b-adcd3cf77f0f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a5cf3d4-bc32-46f8-8d03-d4fbc9db7cb2.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a5ed841-efb5-43ab-bf5e-6d9cc777607d.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a6bc12b-ea27-4167-a436-2a70f29e956e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a6ddce4-896c-42be-b2dd-c70d315f9fd5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a6fe71c-7a8a-40c5-bb47-9baf9ddaaa5c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a8e4279-3840-4872-9db8-3b5d8c53cc43.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0a94ac34-5cda-4c48-b49e-1dc0a1aa621b.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0aa0ef30-0df7-42d0-b1bf-017f8647b92c.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0aa87162-2ae6-441d-8966-981d76105898.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0abc55f4-83bb-4284-87d2-65044bf06200.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0ad50dd1-46d4-4a99-a156-2c95a1c094d8.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0ad7e901-cd16-4d45-b193-43f09d20650f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0af25dd0-60ec-4d0d-af93-b8157b89b146.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0af3676f-b2dd-4fed-86c5-3cac08a385be.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b02e75b-91b9-4afc-bc5d-243b90c406d0.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b060755-8ddd-4a18-b724-12fd25599be9.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b07843e-a9dc-488a-9455-1d704d1d0e5e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b088d77-d695-4d18-b3cb-235d1cc69f73.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b0b0aa7-b3fd-43f5-8292-9687f7df34de.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b0df277-37ff-4d6b-a8aa-b7cbbe8eaf90.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b11a8d8-29d5-4133-bc92-edd442330fb1.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b130d1c-e411-46fe-9e38-71c11f9d9195.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b14b4fa-edf0-4595-89af-d4a69208205b.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b16e44d-5b1c-4aae-93f7-23dc0bbbc74b.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b207336-533a-42db-bb5a-bd783defee90.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b2f37f5-0b2d-402f-a28e-6e80331e44a5.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b2f75d7-f116-4f35-ae4c-f2018eab2794.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b3cba9a-5adc-4862-a23b-a5314c4caf2f.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b426d83-97c9-4270-8c70-477a95112f95.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b48e833-119a-452e-ba29-7f5d2de53335.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b4919ea-1af9-4eb4-86dc-794d2ede2a0e.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b618a49-9562-4fa5-afb7-fce583b5a444.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b619d23-21c1-41ff-98f0-bee0b7852497.npy,0,Healthy
./data/coughvid_spectrograms\coughvid_0b6590d0-4f9f-4300-ae43-e6b264f520f9.npy,0,Healthy
