file_path,label,source
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\109_1b1_Ar_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\109_1b1_Ll_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\109_1b1_Lr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\109_1b1_Pl_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\109_1b1_Pr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\110_1b1_Pr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\110_1p1_Al_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\110_1p1_Ll_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\110_1p1_Lr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\110_1p1_Pr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\112_1b1_Ar_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\112_1b1_Lr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\112_1p1_Ll_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\112_1p1_Pl_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\112_1p1_Pr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Al_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Ar_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Ll_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Lr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Pl_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\113_1b1_Pr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\114_1b4_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\114_1b4_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\114_1b4_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\114_1b4_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\114_1b4_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\117_1b2_Tc_mc_LittC2SE.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\117_1b3_Tc_mc_LittC2SE.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Al_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Ar_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Ll_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Lr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Pl_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\118_1b1_Pr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\120_1b1_Al_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\120_1b1_Ar_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\120_1b1_Lr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\120_1b1_Pl_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\120_1b1_Pr_sc_Meditron.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Al_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Ar_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Ll_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Lr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Pl_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\124_1b1_Pr_sc_Litt3200.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\128_1b3_Tc_mc_LittC2SE.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p2_Tc_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p3_Tc_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_1p4_Tc_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b2_Tc_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Pr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b3_Tc_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b4_Al_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b4_Ar_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b4_Ll_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b4_Lr_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2b4_Pl_mc_AKGC417L.wav,1,icbhi
C:\Users\ASUS\Desktop\CAPSTONE_JOURNAL\DATASET\ICBHI_DATASET\Respiratory_Sound_Database\Respiratory_Sound_Database\audio_and_txt_files\130_2p3_Pl_mc_AKGC417L.wav,1,icbhi
