spec_path,disease_label,sound_label,source
./data/spectrograms\icbhi_107_2b3_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Lr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Lr_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pl_mc_AKGC417L_c007.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c002.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c005.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Pr_mc_AKGC417L_c007.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b3_Tc_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c002.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c004.npy,1,2,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Al_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ar_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Ll_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Lr_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Pl_mc_AKGC417L_c007.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Pr_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b4_Tc_mc_AKGC417L_c007.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Al_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c004.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ar_mc_AKGC417L_c007.npy,1,2,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Ll_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Lr_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pl_mc_AKGC417L_c007.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Pr_mc_AKGC417L_c007.npy,1,3,icbhi
./data/spectrograms\icbhi_107_2b5_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_107_2b5_Tc_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Tc_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_107_2b5_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
